ds,SKU,SKU_Desc,y,Rev,Cost,Base
2020-05-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",35.8,831.9223000000001,665.164,815.3308
2020-05-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,42.07,1164.4885,874.2146,1172.6001
2020-05-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",54.88,825.845,510.384,684.5596
2020-05-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",160.67000000000002,2089.1584000000003,1563.3191,2013.5049999999999
2020-05-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,32.14,673.6419000000001,526.1318,673.1218
2020-05-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,51.03,879.7721,644.5089,834.4586
2020-05-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,36.08,649.027,464.3496,614.2115
2020-05-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,45.57,1078.8038999999999,812.9688,1070.4928
2020-05-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,166.27,2013.2625,1493.1046000000001,2006.2116
2020-05-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,202.0,2661.9265,2052.32,2629.5754
2020-05-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,140.81,2232.4621,1674.2309,2179.4891
2020-05-31,58122225,58122225 - Charcuterie Beer Sticks Cold Smoked Fresh TRSM,40.62,501.40639999999996,387.5148,462.9081
2020-05-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,23.31,363.778,234.2655,309.0277
2020-05-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,34.65,481.075,363.825,460.383
2020-05-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,84.47,791.8054,600.5817,736.6914
2020-05-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58.75,1312.4035,1062.7875,1304.4351
2020-05-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,11.28,206.55,151.8288,202.8576
2020-06-30,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",9.73,148.38,106.2516,143.153
2020-06-30,58122113,58122113 - Charcuterie Coppa Fresh TRSM,131.63,2189.3341,1528.2243,2025.1031
2020-06-30,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",67.36,1552.7123,1251.5488,1537.0463
2020-06-30,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,141.99,3955.753,2950.5522,3963.4345
2020-06-30,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",69.63,1020.305,647.559,864.7379999999999
2020-06-30,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",215.67000000000002,2851.1815,2098.4691,2666.4197
2020-06-30,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,112.76,2463.8784,1845.8812,2431.8494
2020-06-30,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,117.53,2129.9246,1484.4039,1985.758
2020-06-30,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,191.46,3462.0999,2464.0902,3278.6864
2020-06-30,58122162,58122162 - Charcuterie Guanciale S-OFF Fresh TRSM,31.740000000000002,309.1616,222.18,296.8106
2020-06-30,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,120.53,2825.6434,2150.2552,2796.5426
2020-06-30,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,150.39000000000001,1793.6284,1350.5022,1788.0475999999999
2020-06-30,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,273.34,3768.4932,2777.1344,3700.8538
2020-06-30,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,138.77,2237.2295,1649.9753,2161.7073
2020-06-30,58122225,58122225 - Charcuterie Beer Sticks Cold Smoked Fresh TRSM,123.84,1564.9691,1181.4336,1436.564
2020-06-30,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,81.91,1219.2031,823.1955,1077.0996
2020-06-30,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,91.69,1306.02,962.745,1227.9624
2020-06-30,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,244.69,2359.8615,1739.7459000000001,2197.9235
2020-06-30,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,122.45,2735.6002,2215.1205,2691.3357
2020-06-30,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,55.03,1005.77,740.7038,991.2787
2020-07-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",247.16,3906.682,2698.9872,3633.137
2020-07-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,189.35,3123.4702,2198.3535,2931.2946
2020-07-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",43.9,1036.0325,815.662,1018.651
2020-07-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,184.37,5118.8375,3831.2086,5099.7526
2020-07-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",103.63,1489.736,963.759,1288.9066
2020-07-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",251.73,3323.8896,2449.3329,3115.537
2020-07-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,137.15,2993.186,2245.1455,2970.6191
2020-07-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,207.6,3728.2095,2621.988,3455.7663
2020-07-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,252.63,4547.594,3251.3481,4315.0882
2020-07-31,58122162,58122162 - Charcuterie Guanciale S-OFF Fresh TRSM,62.949999999999996,629.1402,440.65,584.1538
2020-07-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,202.05,4800.5104,3604.572,4800.4852
2020-07-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,185.69,2262.4305,1667.4962,2243.6892000000003
2020-07-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,471.08,6590.5175,4786.172799999999,6450.650799999999
2020-07-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,254.54,3943.6247,3026.4806,3856.1985
2020-07-31,58122225,58122225 - Charcuterie Beer Sticks Cold Smoked Fresh TRSM,163.4,2084.5677,1558.836,1920.5811
2020-07-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,140.2,2171.29,1409.01,1890.2955
2020-07-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,175.64,2629.635,1844.22,2430.6408
2020-07-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,351.66,3466.4259,2500.3026,3198.2494
2020-07-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,148.91,3425.4231,2693.7819,3356.8599
2020-07-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,100.89,1848.615,1357.9794,1819.2627
2020-08-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",150.12,2397.4125,1639.3104,2206.218
2020-08-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,164.35999999999999,2712.9258,1908.2196,2546.0463
2020-08-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",74.86,1787.402,1390.8988,1756.9275
2020-08-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,161.78,4520.419,3361.7884,4513.8754
2020-08-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",133.78,1920.8999999999999,1244.154,1663.1452
2020-08-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",201.89,2722.6776,1964.3897,2537.5189
2020-08-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,149.73,3279.2496,2451.0801,3248.1375000000003
2020-08-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,211.41,3853.0575,2670.1083,3581.8493
2020-08-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,165.87,3003.7305,2134.7469,2838.302
2020-08-31,58122162,58122162 - Charcuterie Guanciale S-OFF Fresh TRSM,55.4,528.8805,387.8,499.848
2020-08-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,150.31,3606.2117,2681.5304,3559.436
2020-08-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,162.37,1962.4025,1458.0826,1961.9388
2020-08-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,537.95,7461.374,5465.572,7300.4006
2020-08-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,174.73,2730.3118,2077.5397,2633.1356
2020-08-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,89.85000000000001,1399.16,902.9925,1194.6679
2020-08-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,185.25,2806.0585,1945.125,2567.0679999999998
2020-08-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,233.21,2274.1874,1658.1231,2109.6754
2020-08-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,143.06,3197.1359,2587.9554,3157.0778
2020-08-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,98.23,1814.145,1322.1758,1775.6431
2020-09-30,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",152.07,2440.91,1660.6044,2236.7895
2020-09-30,58122113,58122113 - Charcuterie Coppa Fresh TRSM,205.13,3422.52,2381.5593,3208.2925999999998
2020-09-30,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",50.03,1193.3909,929.5574,1170.6784
2020-09-30,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,155.1,4251.7585,3222.978,4250.0628
2020-09-30,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",185.47,2699.896,1724.871,2307.9106
2020-09-30,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",272.69,3683.0706999999998,2653.2737,3446.6806
2020-09-30,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,115.84,2491.7383,1896.3008,2455.8894
2020-09-30,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,140.23,2516.8555,1771.1049,2343.1105
2020-09-30,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,121.74,2231.146,1566.7938,2108.8999
2020-09-30,58122162,58122162 - Charcuterie Guanciale S-OFF Fresh TRSM,59.901,574.337,419.307,542.63055
2020-09-30,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,156.02,3778.3784,2783.3968,3745.6208
2020-09-30,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,186.22,2272.449,1672.2556,2247.1812
2020-09-30,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,319.21,4444.2852,3243.1736,4367.7332
2020-09-30,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,241.45,3837.2623,2870.8405000000002,3727.5984
2020-09-30,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,36.44,588.85,366.222,491.5057
2020-09-30,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,128.9,1927.9546,1353.45,1776.1072
2020-09-30,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,271.43,2727.2855,1929.8673000000001,2517.4005
2020-09-30,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,169.59,3871.7237,3067.8831,3836.2911
2020-09-30,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,122.58,2254.371,1649.9268,2215.1556
2020-10-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",156.6,2494.09,1721.034,2315.3759999999997
2020-10-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,106.06,1725.1521,1238.7808,1636.6194
2020-10-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",84.98,2044.7868,1584.7545,2005.1607
2020-10-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,57.71,1558.7875,1203.2535,1564.1785
2020-10-31,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",135.14000000000001,1922.3318,1265.6031,1686.8849
2020-10-31,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",201.57999999999998,2741.3854,1975.3888,2561.2651
2020-10-31,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,68.41,1534.3266,1124.6604,1507.3438
2020-10-31,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,79.3,1453.97,1007.11,1350.2304
2020-10-31,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,163.85,2982.177,2120.219,2822.5287
2020-10-31,58122162,58122162 - Charcuterie Guanciale S-OFF Fresh TRSM,49.67,497.10110000000003,351.1291,454.5152
2020-10-31,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,106.88,2519.8354,1912.9468,2502.7298
2020-10-31,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,177.73,2164.17,1607.592,2144.114
2020-10-31,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,197.0,2742.427,2015.31,2710.9962
2020-10-31,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,196.11,3040.8362,2345.2901,2974.1231000000002
2020-10-31,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,64.63,968.5368,654.0556,849.0120000000001
2020-10-31,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,164.98,2447.0924999999997,1743.8386,2290.6688
2020-10-31,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,177.31,1697.2698,1272.9808,1610.2797
2020-10-31,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,143.01,3216.6119,2597.0616,3191.1585999999998
2020-10-31,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,44.599999999999994,783.1274,603.438,771.8026
2020-11-30,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",88.08,1399.3938,967.9992000000001,1300.0367
2020-11-30,58122113,58122113 - Charcuterie Coppa Fresh TRSM,99.11,1572.6578,1157.6048,1533.8600999999999
2020-11-30,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",41.339999999999996,1053.0515,770.991,1010.5542
2020-11-30,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,76.86,2067.036,1602.531,2102.2194
2020-11-30,58122137,"58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM",110.97,1568.9705000000001,1042.7619,1392.8468
2020-11-30,58122140,"58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM",228.71,3106.6726,2241.8179,2930.7439
2020-11-30,58122147,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM,54.37,1156.5138,893.8428,1152.9279999999999
2020-11-30,58122148,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM,59.69,1014.962,758.063,960.1351999999999
2020-11-30,58122154,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM,115.11,2037.3874,1489.5234,1945.0810000000001
2020-11-30,58122162,58122162 - Charcuterie Guanciale S-OFF Fresh TRSM,31.15,309.30060000000003,220.2305,286.9934
2020-11-30,58122166,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM,71.34,1728.628,1277.6994,1714.1958
2020-11-30,58122177,58122177 - Charcuterie Pancetta Flat Fresh TRSM,127.36,1540.6870000000001,1152.608,1534.478
2020-11-30,58122195,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,183.03,2529.4352,1872.3969,2516.7159
2020-11-30,58122213,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,153.72,2385.4888,1838.4912,2341.8336
2020-11-30,58122239,58122239 - Charcuterie Lonzino Fresh TRSM,10.35,158.0,104.74199999999999,140.356
2020-11-30,58122249,58122249 - Charcuterie Beef Summer Salami Fresh TRSM,149.74,2100.7157,1582.7518,2037.9182
2020-11-30,58122256,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM,144.53,1406.28,1037.7254,1334.9548
2020-11-30,58122287,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,159.97,3616.0035,2905.0552,3598.2446
2020-11-30,58122295,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM,82.6,1459.3252,1117.578,1441.8668
2020-12-31,58122108,"58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM",87.03,1325.0637,956.4597,1269.5282
2020-12-31,58122113,58122113 - Charcuterie Coppa Fresh TRSM,91.56,1460.7709,1069.4208,1391.1547
2020-12-31,58122120,"58122120 - Charcuterie Duck Prosciutto, Cold Smoked Fresh TRSM",85.93,2012.7035,1602.5945,1984.5198
2020-12-31,58122135,58122135 - Charcuterie Beef Bresaola Fresh TRSM,111.63,3033.39,2327.4855000000002,3037.7637
